codigo_onibus,codigo_linha,nome_linha,letreiro,distancia_percorrida,hora_requisicao,x,y,hora_gps,ponto_final,hora_final,segundos_deslocamento,geometry,modelo,tem_ar,tecnologia,sem_ar_l_km,sem_ar_kg_km,com_ar_l_km,com_ar_kg_km,emissao_co2
32214,33135,2031-10,TERM. A. E. CARVALHO - CID. KEMEL II,290735.2141302175,06:21:00,-46.3761,-23.511165,2025-10-17 23:57:40-03:00,POINT (358477.2869759664 7398640.557048339),2025-10-17 23:57:40-03:00,130023.0,POINT (359502.51195532805 7399219.425041886),Midiônibus,False,Midiônibus,0.4,0.336,0.47,0.395,310.62150277672436
32215,1650,3001-10,TERM. SÃO MIGUEL - ITAIM PAULISTA,404747.9723905842,01:08:00,-46.39991175,-23.49718625,2025-10-17 23:58:10-03:00,POINT (359481.98962136474 7399043.208679417),2025-10-17 23:58:10-03:00,141344.0,POINT (357055.9573174092 7400743.782433954),Básico,True,Básico,0.46,0.386,0.53,0.445,572.9733721552826
32222,228,273R-42,METRÔ ITAQUERA - JD. ROBRU,396413.82263514446,05:16:00,-46.43361975,-23.5120375,2025-10-17 23:58:20-03:00,POINT (346183.6856963533 7399185.519387318),2025-10-17 23:58:20-03:00,130400.0,POINT (353629.9826400484 7399065.349333888),Midiônibus,True,Midiônibus,0.4,0.336,0.47,0.395,497.6460205214812
32223,222,273D-10,METRÔ ARTUR ALVIM - PQ. D. JOÃO NERY,478961.9532816134,00:00:00,-46.469077,-23.5178905,2025-10-16 23:59:20-03:00,POINT (341306.6281726989 7397104.804047474),2025-10-16 23:59:20-03:00,-189.0,POINT (350015.9544690327 7398380.638661252),Midiônibus,True,Midiônibus,0.4,0.336,0.47,0.395,601.274467291139
32226,32991,273G-10,METRÔ ARTUR ALVIM - JD. HELENA,468129.7525038559,00:00:00,-46.474803375,-23.525151625,2025-10-16 23:59:14-03:00,POINT (348590.79747943906 7395897.491092736),2025-10-16 23:59:14-03:00,-177.0,POINT (349439.49865966593 7397570.602643992),Padron,True,Padron,0.55,0.462,0.63,0.529,787.7359784308134
32231,32994,273R-10,METRÔ ARTUR ALVIM - JD. ROBRU,781289.2315214941,04:42:00,-46.474567375,-23.526402625000003,2025-10-17 23:57:02-03:00,POINT (354407.06605209166 7403079.202690302),2025-10-17 23:57:02-03:00,138319.0,POINT (349465.01857745304 7397432.32417233),Articulado (23m),True,Articulado (23m),0.75,0.63,0.85,0.714,1773.800006784824
32232,145,2765-10,METRÔ TATUAPÉ - VL. CISPER,568449.9904160124,05:09:00,-46.4938705,-23.5003835,2025-10-16 23:59:19-03:00,POINT (339412.9728493567 7396611.932227463),2025-10-16 23:59:19-03:00,124569.0,POINT (347464.1280278454 7400293.109610849),Articulado (18m),True,Articulado (18m),0.71,0.596,0.8,0.672,1214.6639395209352
32233,32994,273R-10,METRÔ ARTUR ALVIM - JD. ROBRU,732981.6197852063,04:46:00,-46.455008,-23.515375,2025-10-16 23:59:11-03:00,POINT (350205.46379452443 7396697.778990844),2025-10-16 23:59:11-03:00,131365.0,POINT (351449.7057601543 7398673.814685116),Midiônibus,False,Midiônibus,0.4,0.336,0.47,0.395,783.1175625785144
32234,1965,374M-10,METRÔ ITAQUERA - CPTM ERMELINO MATARAZZO,830204.2528373378,00:00:00,-46.4811105,-23.4853065,2025-10-16 23:59:30-03:00,POINT (348299.16964211676 7396456.22478831),2025-10-16 23:59:30-03:00,69094.0,POINT (348750.01624889066 7401976.110117614),Articulado (23m),False,Articulado (23m),0.75,0.63,0.85,0.714,1663.106669496397
32235,32990,273D-10,METRÔ ARTUR ALVIM - PQ. D. JOÃO NERY,438123.7663605944,00:46:00,-46.474567375,-23.526402625000003,2025-10-17 23:56:42-03:00,POINT (355497.94022642425 7399701.758804862),2025-10-17 23:56:42-03:00,151468.0,POINT (349465.01857745304 7397432.32417233),Articulado (18m),True,Articulado (18m),0.71,0.596,0.8,0.672,936.1828639593182
32236,35329,4036-10,TERM. VL. CARRÃO - METRÔ ITAQUERA,1010603.6330207787,05:10:00,-46.5228025,-23.558351,2025-10-17 23:50:47-03:00,POINT (349889.14000115776 7395628.851230552),2025-10-17 23:50:47-03:00,120477.0,POINT (344577.59537682607 7393843.113007891),Midiônibus,False,Midiônibus,0.4,0.336,0.47,0.395,1079.7289215193998
32237,247,3462-10,METRÔ TATUAPÉ - VL. SANTANA,1253035.7023723456,00:00:00,-46.483652875,-23.527848625,2025-10-17 23:57:14-03:00,POINT (349947.51118926227 7396523.513063705),2025-10-17 23:57:14-03:00,86054.0,POINT (348539.01575418876 7397262.6433784785),Midiônibus,True,Midiônibus,0.4,0.336,0.47,0.395,1573.0234296871713
32238,2347,N335-11,ERMELINO MATARAZZO - TERM. PENHA,658502.1325298285,00:00:00,-46.546788500000005,-23.518764500000003,2025-10-17 23:30:55-03:00,POINT (349391.4338201912 7397777.421360178),2025-10-17 23:30:55-03:00,68810.0,POINT (342081.8246184153 7398200.502040045),Midiônibus,True,Midiônibus,0.4,0.336,0.47,0.395,826.6638221139707
32239,32990,273D-10,METRÔ ARTUR ALVIM - PQ. D. JOÃO NERY,688965.3826143688,04:17:00,-46.47463125,-23.5260655,2025-10-16 23:59:35-03:00,POINT (346604.8256906993 7399061.910269501),2025-10-16 23:59:35-03:00,70752.0,POINT (349458.1131456139 7397469.587778702),Básico,False,Básico,0.46,0.386,0.53,0.445,846.5042070029704
32240,32908,2522-10,METRÔ ITAQUERA - JD. STO. ANTÔNIO,753949.5397906281,05:17:00,-46.431642,-23.5112645,2025-10-16 23:59:28-03:00,POINT (351515.7184931794 7396463.112629367),2025-10-16 23:59:28-03:00,66414.0,POINT (353831.08285099675 7399152.959075503),Articulado (18m),True,Articulado (18m),0.71,0.596,0.8,0.672,1611.0393766246143
32241,247,3462-10,METRÔ TATUAPÉ - VL. SANTANA,1245959.5277475342,00:00:00,-46.456534,-23.5347235,2025-10-16 23:59:30-03:00,POINT (347124.20229913224 7400907.692329292),2025-10-16 23:59:30-03:00,-132.0,POINT (351315.62888587784 7396529.743200291),Biarticulado,False,Biarticulado,0.8,0.672,0.9,0.756,2662.366318890931
32242,32994,273R-10,METRÔ ARTUR ALVIM - JD. ROBRU,513194.67042760033,03:42:00,-46.47463125,-23.5260655,2025-10-17 23:57:28-03:00,POINT (349427.460288669 7397575.725422282),2025-10-17 23:57:28-03:00,144806.0,POINT (349458.1131456139 7397469.587778702),Biarticulado,False,Biarticulado,0.8,0.672,0.9,0.756,1096.5943717696964
32243,35105,N303-11,TERM. ARICANDUVA - TERM. A. E. CARVALHO,554240.2375310579,00:00:00,-46.475986625,-23.518619375,2025-10-16 23:59:29-03:00,POINT (355900.6165965546 7400466.591933334),2025-10-16 23:59:29-03:00,-132.0,POINT (349311.2457581365 7398292.691497846),Midiônibus,True,Midiônibus,0.4,0.336,0.47,0.395,695.7765669893641
32244,145,2765-10,METRÔ TATUAPÉ - VL. CISPER,600854.2290559758,06:21:00,-46.49399625,-23.50224,2025-10-16 23:59:12-03:00,POINT (347538.28389722947 7401078.78215972),2025-10-16 23:59:12-03:00,63299.0,POINT (347453.4240296519 7400087.400946284),Articulado (23m),True,Articulado (23m),0.75,0.63,0.85,0.714,1364.1493989372343
32245,219,263J-10,CONJ. JOSÉ BONIFÁCIO - PENHA,435415.39355564775,05:11:00,-46.4747285,-23.526138,2025-10-17 23:58:21-03:00,POINT (355790.0236630299 7397952.493660725),2025-10-17 23:58:21-03:00,139287.0,POINT (349448.2661009986 7397461.457651285),Padron,False,Padron,0.55,0.462,0.63,0.529,639.6469839029244
32246,135,2363-10,TERM. PQ. D. PEDRO II - JD. DANFER,715241.6490586686,04:30:00,-46.609840250000005,-23.539574875,2025-10-16 23:58:53-03:00,POINT (333612.250939002 7395068.218190514),2025-10-16 23:58:53-03:00,69968.0,POINT (335669.3209218575 7395825.228383649),Padron,True,Padron,0.55,0.462,0.63,0.529,1203.5585801204934
32247,32988,2713-10,CHÁC. BELA VISTA - METRÔ PENHA,613616.0313240275,00:00:00,-46.556936,-23.518138,2025-10-16 23:59:18-03:00,POINT (342385.52705040295 7396621.189423051),2025-10-16 23:59:18-03:00,72956.0,POINT (341044.89655745367 7398258.675492244),Articulado (18m),False,Articulado (18m),0.71,0.596,0.8,0.672,1163.6675779631987
32248,32885,508L-10,ACLIMAÇÃO - TERM. PRINC. ISABEL,442136.44168265443,00:00:00,-46.6328725,-23.574579,2025-10-17 23:58:19-03:00,POINT (326273.33997030056 7392810.037336945),2025-10-17 23:58:19-03:00,91054.0,POINT (333361.94446685386 7391922.344629119),Articulado (18m),False,Articulado (18m),0.71,0.596,0.8,0.672,838.4719693714027
32249,34880,3206-10,CONJ. CHAPARRAL - METRÔ PENHA,592601.1761434331,03:46:00,-46.5534315,-23.5314745,2025-10-16 23:59:26-03:00,POINT (330351.95212431444 7393502.698578998),2025-10-16 23:59:26-03:00,52746.0,POINT (341418.7339648057 7396785.734687034),Miniônibus,False,Miniônibus,0.3,0.252,0.35,0.294,474.8513224437329
32250,371,2080-10,TERM. ARICANDUVA - CID. KEMEL,1028381.3736326235,04:57:00,-46.3667395,-23.5105755,2025-10-16 23:59:06-03:00,POINT (360445.4655829526 7400011.380176166),2025-10-16 23:59:06-03:00,122985.0,POINT (360457.7068096532 7399293.828035888),Articulado (18m),False,Articulado (18m),0.71,0.596,0.8,0.672,1950.232720770643
32251,33139,2080-10,TERM. ARICANDUVA - CID. KEMEL,617090.3165007397,00:00:00,-46.5447185,-23.5143275,2025-10-17 23:58:22-03:00,POINT (356985.3381423957 7400769.381081173),2025-10-17 23:58:22-03:00,40013.0,POINT (342287.90801556234 7398694.107614271),Articulado (23m),False,Articulado (23m),0.75,0.63,0.85,0.714,1236.1861765301066
32252,34882,307C-10,METRÔ ARTUR ALVIM - CONJ. ENCOSTA NORTE,924993.1837835578,05:22:00,-46.38544025,-23.51758025,2025-10-16 23:58:52-03:00,POINT (355910.97377152735 7400977.068774735),2025-10-16 23:58:52-03:00,66805.0,POINT (358555.61554431013 7398499.898763242),Articulado (18m),True,Articulado (18m),0.71,0.596,0.8,0.672,1976.5254351087065
32253,35109,N307-11,TERM. PINHEIROS - TERM. PQ. D. PEDRO II,475113.62599037227,00:00:00,-46.7020465,-23.5661855,2025-10-16 23:59:28-03:00,POINT (331805.7612809803 7392598.634428842),2025-10-16 23:59:28-03:00,2305.0,POINT (326290.1549917804 7392769.64474747),Articulado (23m),False,Articulado (23m),0.75,0.63,0.85,0.714,951.7713712652132
32258,35328,4035-10,METRÔ ITAQUERA - GUAIANASES,227570.48517100062,04:21:00,-46.399858,-23.558587000000003,2025-10-17 23:42:54-03:00,POINT (349896.65560884133 7395622.782004286),2025-10-17 23:42:54-03:00,69717.0,POINT (357127.7707579445 7393944.941781921),Midiônibus,True,Midiônibus,0.4,0.336,0.47,0.395,285.685159969119
32259,32902,2060-10,METRÔ ARTUR ALVIM - TERM. A. E. CARVALHO,372919.76583288016,01:31:00,-46.4756310625,-23.520599125,2025-10-16 23:59:12-03:00,POINT (355761.75412223145 7394685.79543799),2025-10-16 23:59:12-03:00,80723.0,POINT (349349.80552251486 7398073.842617268),Padron,True,Padron,0.55,0.462,0.63,0.529,627.5232775599624
32260,32902,2060-10,METRÔ ARTUR ALVIM - TERM. A. E. CARVALHO,518653.0951369232,00:00:00,-46.47435425,-23.523636250000003,2025-10-17 23:58:23-03:00,POINT (349354.54185933224 7398284.263251793),2025-10-17 23:58:23-03:00,70478.0,POINT (349483.63227951835 7397738.874716028),Padron,False,Padron,0.55,0.462,0.63,0.529,761.927329410897
32261,32922,211V-10,PENHA - VL. PARANAGUÁ,537856.6198989168,02:32:00,-46.5540615,-23.529283,2025-10-16 23:59:26-03:00,POINT (349350.81307403545 7398304.26957191),2025-10-16 23:59:26-03:00,77094.0,POINT (341351.78140951064 7397027.714108637),Articulado (18m),False,Articulado (18m),0.71,0.596,0.8,0.672,1019.9966725425047
32262,32902,2060-10,METRÔ ARTUR ALVIM - TERM. A. E. CARVALHO,363040.8613675792,04:21:00,-46.47534525,-23.522195375,2025-10-17 23:58:00-03:00,POINT (341312.0371450884 7397095.670551819),2025-10-17 23:58:00-03:00,117231.0,POINT (349380.8059684419 7397897.386258575),Biarticulado,False,Biarticulado,0.8,0.672,0.9,0.756,775.7457125702432
32263,32978,2435-10,TERM. ARICANDUVA - JD. COIMBRA,572385.4229046686,05:51:00,-46.554443500000005,-23.5286655,2025-10-17 23:30:14-03:00,POINT (354978.9165609789 7402798.651815513),2025-10-17 23:30:14-03:00,193168.0,POINT (341312.0371450884 7397095.670551819),Miniônibus,True,Miniônibus,0.3,0.252,0.35,0.294,535.0945126024294
32264,134,2060-10,METRÔ ARTUR ALVIM - TERM. A. E. CARVALHO,527289.0101778988,00:00:00,-46.475637,-23.518321,2025-10-16 23:59:27-03:00,POINT (353901.53722970636 7396041.096309671),2025-10-16 23:59:27-03:00,68970.0,POINT (349346.6060072399 7398326.098249388),Articulado (18m),False,Articulado (18m),0.71,0.596,0.8,0.672,999.9561517914689
32265,1471,3903-10,PENHA - JD. VL. NOVA,442825.91624669154,04:56:00,-46.464701,-23.526914,2025-10-17 23:16:18-03:00,POINT (349483.63227951835 7397738.874716028),2025-10-17 23:16:18-03:00,137994.0,POINT (350472.98171090416 7397386.015263014),Articulado (18m),True,Articulado (18m),0.71,0.596,0.8,0.672,946.2304178359304
32266,32902,2060-10,METRÔ ARTUR ALVIM - TERM. A. E. CARVALHO,375232.3215967602,14:49:00,-46.474661,-23.5236935,2025-10-17 23:32:34-03:00,POINT (351211.44598045596 7397945.588374495),2025-10-17 23:32:34-03:00,99821.0,POINT (349452.37665997044 7397732.213509789),Miniônibus,True,Miniônibus,0.3,0.252,0.35,0.294,350.78593584473117
32267,35328,4035-10,METRÔ ITAQUERA - GUAIANASES,609589.1991016242,04:39:00,-46.399858,-23.558587000000003,2025-10-16 23:59:31-03:00,POINT (355565.45146922837 7395687.341919323),2025-10-16 23:59:31-03:00,128826.0,POINT (357127.7707579445 7393944.941781921),Padron,True,Padron,0.55,0.462,0.63,0.529,1025.774033004276
32268,32923,233C-10,CERET - TERM. A. E. CARVALHO,465685.38039361755,00:00:00,-46.47463125,-23.5260655,2025-10-16 23:59:06-03:00,POINT (342414.5600486699 7396627.592971997),2025-10-16 23:59:06-03:00,86116.0,POINT (349458.1131456139 7397469.587778702),Padron,False,Padron,0.55,0.462,0.63,0.529,684.1151080672439
32269,33001,2755-10,METRÔ PENHA - GUAIANASES,600245.1424528684,03:44:00,-46.413695,-23.542576,2025-10-16 23:59:17-03:00,POINT (353409.52797130175 7401297.803625913),2025-10-16 23:59:17-03:00,72756.0,POINT (355697.8622947603 7395703.985417445),Articulado (18m),False,Articulado (18m),0.71,0.596,0.8,0.672,1138.3108905990441
32270,33166,2772-10,METRÔ PENHA - JD. NAZARÉ,774699.2338916595,00:00:00,-46.473425,-23.504635,2025-10-16 23:59:34-03:00,POINT (349123.47567641595 7399420.444875367),2025-10-16 23:59:34-03:00,30560.0,POINT (349556.9209149261 7399843.897137698),Básico,True,Básico,0.46,0.386,0.53,0.445,1096.68747647405
32271,32913,2765-10,METRÔ TATUAPÉ - VL. CISPER,297553.0960485957,17:04:00,-46.493515,-23.493289,2025-10-17 23:58:22-03:00,POINT (349714.95006220636 7399982.673281505),2025-10-17 23:58:22-03:00,94301.0,POINT (347492.26665087865 7401079.07915435),Padron,False,Padron,0.55,0.462,0.63,0.529,437.1203757501895
32272,32990,273D-10,METRÔ ARTUR ALVIM - PQ. D. JOÃO NERY,638653.8685383697,04:53:00,-46.474567375,-23.526402625000003,2025-10-17 23:57:55-03:00,POINT (346723.06158062245 7399894.925352659),2025-10-17 23:57:55-03:00,137289.0,POINT (349465.01857745304 7397432.32417233),Miniônibus,False,Miniônibus,0.3,0.252,0.35,0.294,511.7533448597955
32302,33158,273N-10,METRÔ VL. MATILDE - CID. KEMEL II,681266.3666234241,02:22:00,-46.40107975,-23.496740375,2025-10-17 23:57:49-03:00,POINT (359509.75852265256 7399257.145744121),2025-10-17 23:57:49-03:00,156416.0,POINT (356936.19585565 7400791.991233416),Articulado (18m),False,Articulado (18m),0.71,0.596,0.8,0.672,1291.9603503283276
32307,33135,2031-10,TERM. A. E. CARVALHO - CID. KEMEL II,825162.0192324342,00:00:00,-46.404151,-23.495415,2025-10-17 23:58:01-03:00,POINT (354741.48791139084 7401043.775641229),2025-10-17 23:58:01-03:00,137283.0,POINT (356621.11421519937 7400935.68751009),Biarticulado,False,Biarticulado,0.8,0.672,0.9,0.756,1763.2062026958654
32318,370,2079-10,CPTM ITAIM PAULISTA - JD. NÉLIA,821777.3255297225,04:14:00,-46.385602000000006,-23.5165205,2025-10-16 23:59:11-03:00,POINT (358107.22876426455 7399894.538622988),2025-10-16 23:59:11-03:00,70911.0,POINT (358537.9671505152 7398617.084653763),Articulado (18m),True,Articulado (18m),0.71,0.596,0.8,0.672,1755.973789191911
32323,389,273J-10,METRÔ PENHA - JD. ROMANO,385635.19485790527,05:13:00,-46.38360825,-23.482506375,2025-10-16 23:59:29-03:00,POINT (356816.8172256004 7401059.911016625),2025-10-16 23:59:29-03:00,64237.0,POINT (358705.2714360779 7402385.395341035),Miniônibus,False,Miniônibus,0.3,0.252,0.35,0.294,309.0094816396395
32324,33135,2031-10,TERM. A. E. CARVALHO - CID. KEMEL II,725857.1670193389,08:37:00,-46.3760255,-23.510825,2025-10-16 23:59:22-03:00,POINT (350120.8517333161 7398538.469221547),2025-10-16 23:59:22-03:00,53341.0,POINT (359509.75852265256 7399257.145744121),Padron,True,Padron,0.55,0.462,0.63,0.529,1221.4216306584522
32327,2044,8075-10,METRÔ BUTANTÃ - TERM. CAMPO LIMPO,268035.9995384045,07:40:00,-46.709346,-23.57211,2025-10-19 15:05:11-03:00,POINT (321171.5841422269 7392723.001252712),2025-10-19 15:05:11-03:00,72800.0,POINT (325552.85024520016 7392104.685325776),Miniônibus,False,Miniônibus,0.3,0.252,0.35,0.294,214.77724643012354
32401,226,273R-10,METRÔ ARTUR ALVIM - JD. ROBRU,410818.6001813505,03:35:00,-46.47479825,-23.52576275,2025-10-17 23:57:17-03:00,POINT (354868.8849643507 7396629.673900746),2025-10-17 23:57:17-03:00,142856.0,POINT (349440.71737482154 7397502.936755419),Biarticulado,True,Biarticulado,0.8,0.672,0.9,0.756,987.5668329759484
32402,32981,2451-10,TERM. ARICANDUVA - VL. SÃO FRANCISCO,560371.0948819079,11:05:00,-46.5545695,-23.528462,2025-10-16 23:59:13-03:00,POINT (355493.1668124608 7397089.166260874),2025-10-16 23:59:13-03:00,46358.0,POINT (341298.92791698594 7397118.065772094),Articulado (18m),False,Articulado (18m),0.71,0.596,0.8,0.672,1062.6933480449989
32403,33001,2755-10,METRÔ PENHA - GUAIANASES,656241.9448450858,05:58:00,-46.4167485,-23.5412095,2025-10-16 23:59:06-03:00,POINT (352341.91082049406 7401301.330052885),2025-10-16 23:59:06-03:00,62632.0,POINT (355384.63971284067 7395852.22257241),Articulado (23m),False,Articulado (23m),0.75,0.63,0.85,0.714,1314.6166760109181
32404,222,273D-10,METRÔ ARTUR ALVIM - PQ. D. JOÃO NERY,512911.1186194679,09:48:00,-46.47453775,-23.527162625,2025-10-17 23:57:19-03:00,POINT (357352.5914339498 7396456.01787919),2025-10-17 23:57:19-03:00,137138.0,POINT (349468.9081177338 7397348.198711817),Biarticulado,False,Biarticulado,0.8,0.672,0.9,0.756,1095.988478266079
32405,1965,374M-10,METRÔ ITAQUERA - CPTM ERMELINO MATARAZZO,324442.63403834036,03:45:00,-46.484512,-23.4857355,2025-10-16 23:59:28-03:00,POINT (355424.20407010976 7396358.811839884),2025-10-16 23:59:28-03:00,72722.0,POINT (348403.0946727579 7401925.022200553),Miniônibus,False,Miniônibus,0.3,0.252,0.35,0.294,259.9758826549221
32406,34733,374M-10,METRÔ ITAQUERA - CPTM ERMELINO MATARAZZO,459426.80041711906,07:42:00,-46.482621,-23.5405535,2025-10-17 23:58:12-03:00,POINT (349856.7208715547 7398223.91174526),2025-10-17 23:58:12-03:00,130364.0,POINT (348658.9118673209 7395856.887636525),Articulado (23m),False,Articulado (23m),0.75,0.63,0.85,0.714,920.3467379355936
32407,33001,2755-10,METRÔ PENHA - GUAIANASES,671491.3002227221,03:57:00,-46.414599,-23.542219000000003,2025-10-16 23:59:24-03:00,POINT (345163.6517670924 7397919.5599331185),2025-10-16 23:59:24-03:00,71954.0,POINT (355605.18422257877 7395742.60618967),Miniônibus,True,Miniônibus,0.3,0.252,0.35,0.294,627.7436420132117
32408,32978,2435-10,TERM. ARICANDUVA - JD. COIMBRA,344466.3025315123,05:25:00,-46.554443500000005,-23.5286655,2025-10-17 21:02:18-03:00,POINT (348922.53255644743 7397099.947374541),2025-10-17 21:02:18-03:00,121619.0,POINT (341312.0371450884 7397095.670551819),Básico,False,Básico,0.46,0.386,0.53,0.445,423.23196726836784
32409,32923,233C-10,CERET - TERM. A. E. CARVALHO,408326.72398919804,04:36:00,-46.474803375,-23.525151625,2025-10-17 20:07:05-03:00,POINT (349413.3684580482 7397655.205510296),2025-10-17 20:07:05-03:00,122198.0,POINT (349439.49865966593 7397570.602643992),Miniônibus,True,Miniônibus,0.3,0.252,0.35,0.294,381.7242379213018
32410,32991,273G-10,METRÔ ARTUR ALVIM - JD. HELENA,574524.1153172565,03:42:00,-46.474567375,-23.526402625000003,2025-10-16 23:59:30-03:00,POINT (356089.3346166246 7395706.454828998),2025-10-16 23:59:30-03:00,99702.0,POINT (349465.01857745304 7397432.32417233),Básico,False,Básico,0.46,0.386,0.53,0.445,705.8947995257004
32411,33157,273J-10,METRÔ PENHA - JD. ROMANO,823525.6251435119,01:54:00,-46.476572,-23.516791,2025-10-16 23:59:22-03:00,POINT (344847.2522665862 7397756.323376423),2025-10-16 23:59:22-03:00,80153.0,POINT (349249.3911899932 7398494.536853297),Midiônibus,True,Midiônibus,0.4,0.336,0.47,0.395,1033.8293640364104
32412,34238,3902-10,CPTM GUAIANASES - CPTM JD. ROMANO,334965.7190478387,00:00:00,-46.403947875,-23.535828375,2025-10-16 23:59:34-03:00,POINT (354904.2082805891 7401546.875635238),2025-10-16 23:59:34-03:00,-74.0,POINT (356685.6183813119 7396460.925646877),Midiônibus,False,Midiônibus,0.4,0.336,0.47,0.395,357.87737423071087
32413,33136,2076-10,TERM. PENHA - JD. DAS OLIVEIRAS,886291.3049833362,00:00:00,-46.3913815,-23.50175,2025-10-16 23:59:10-03:00,POINT (351845.1226460077 7400257.836125698),2025-10-16 23:59:10-03:00,8894.0,POINT (357931.9875754423 7400246.9042613),Miniônibus,True,Miniônibus,0.3,0.252,0.35,0.294,828.5494264636717
32414,1853,273G-21,METRÔ ARTUR ALVIM - JD. NOÊMIA,402406.16055000626,03:44:00,-46.4747285,-23.526138,2025-10-16 23:59:32-03:00,POINT (357832.16357542493 7395801.97139536),2025-10-16 23:59:32-03:00,58349.0,POINT (349448.2661009986 7397461.457651285),Básico,False,Básico,0.46,0.386,0.53,0.445,494.4203532213707
32415,33136,2076-10,TERM. PENHA - JD. DAS OLIVEIRAS,548112.4440755282,03:58:00,-46.546891,-23.5189495,2025-10-16 23:58:55-03:00,POINT (339501.7017205742 7396272.572785158),2025-10-16 23:58:55-03:00,71896.0,POINT (342071.5789790783 7398179.903331913),Biarticulado,True,Biarticulado,0.8,0.672,0.9,0.756,1317.607504313162
